"District","Year","Grade","grade","DisCode","Subject","ME_n","ME_per","E_n","E_per","M_n","M_per","PM_n","PM_per","NM_n","NM_per","n_included","mean_SS","SGP","n_included_SGP"
"Marlborough",2017,3,"Grade 3","01700000","MATH",168,43,19,5,149,38,154,39,73,18,395,493.7,NA,NA
"Marshfield",2017,3,"Grade 3","01710000","ELA",188,67,31,11,157,56,89,32,3,1,280,508.5,NA,NA
"Marshfield",2017,3,"Grade 3","01710000","MATH",183,66,23,8,160,58,90,32,5,2,278,507.5,NA,NA
"Martha's Vineyard Charter (District)",2017,3,"Grade 3","04660000","ELA",6,43,0,0,6,43,8,57,0,0,14,495.3,NA,NA
"Martha's Vineyard Charter (District)",2017,3,"Grade 3","04660000","MATH",6,43,0,0,6,43,7,50,1,7,14,495.9,NA,NA
"Martin Luther King Jr. Charter School of Excellence (District)",2017,3,"Grade 3","04920000","ELA",19,32,4,7,15,25,32,53,9,15,60,491.9,NA,NA
"Martin Luther King Jr. Charter School of Excellence (District)",2017,3,"Grade 3","04920000","MATH",24,41,2,3,22,38,30,52,4,7,58,496.5,NA,NA
"Mashpee",2017,3,"Grade 3","01720000","ELA",54,41,1,1,53,40,69,52,9,7,132,494.8,NA,NA
"Mashpee",2017,3,"Grade 3","01720000","MATH",62,47,2,2,60,45,54,41,16,12,132,494.9,NA,NA
"Mattapoisett",2017,3,"Grade 3","01730000","ELA",43,72,6,10,37,62,15,25,2,3,60,507.7,NA,NA
"Mattapoisett",2017,3,"Grade 3","01730000","MATH",42,68,5,8,37,60,16,26,4,6,62,505.3,NA,NA
"Maynard",2017,3,"Grade 3","01740000","ELA",47,42,3,3,44,39,57,51,8,7,112,496.8,NA,NA
"Maynard",2017,3,"Grade 3","01740000","MATH",54,47,3,3,51,44,43,37,19,16,116,494.4,NA,NA
"Medfield",2017,3,"Grade 3","01750000","ELA",115,66,21,12,94,54,54,31,5,3,174,506.6,NA,NA
"Medfield",2017,3,"Grade 3","01750000","MATH",99,57,12,7,87,50,68,39,7,4,174,502.9,NA,NA
"Medford",2017,3,"Grade 3","01760000","ELA",153,45,31,9,122,36,150,44,36,11,339,498.9,NA,NA
"Medford",2017,3,"Grade 3","01760000","MATH",151,45,21,6,130,38,135,40,53,16,339,495.9,NA,NA
"Medway",2017,3,"Grade 3","01770000","ELA",108,63,20,12,88,51,60,35,4,2,172,507.5,NA,NA
"Medway",2017,3,"Grade 3","01770000","MATH",115,67,18,10,97,56,50,29,7,4,172,505.9,NA,NA
"Melrose",2017,3,"Grade 3","01780000","ELA",172,63,33,12,139,51,95,35,5,2,272,507.1,NA,NA
"Melrose",2017,3,"Grade 3","01780000","MATH",197,73,52,19,145,54,66,24,8,3,271,511.9,NA,NA
"Mendon-Upton",2017,3,"Grade 3","07100000","ELA",123,65,33,17,90,48,59,31,7,4,189,510.9,NA,NA
"Mendon-Upton",2017,3,"Grade 3","07100000","MATH",110,58,21,11,89,47,68,36,11,6,189,506.5,NA,NA
"Methuen",2017,3,"Grade 3","01810000","ELA",223,41,31,6,192,35,245,45,79,14,547,494.9,NA,NA
"Methuen",2017,3,"Grade 3","01810000","MATH",234,43,27,5,207,38,228,42,87,16,549,495.8,NA,NA
"Middleborough",2017,3,"Grade 3","01820000","ELA",122,49,17,7,105,43,101,41,24,10,247,498.9,NA,NA
"Middleborough",2017,3,"Grade 3","01820000","MATH",138,56,27,11,111,45,82,33,27,11,247,503.3,NA,NA
"Middleton",2017,3,"Grade 3","01840000","ELA",78,77,20,20,58,57,20,20,3,3,101,515.2,NA,NA
"Middleton",2017,3,"Grade 3","01840000","MATH",76,74,16,16,60,58,23,22,4,4,103,511.2,NA,NA
"Milford",2017,3,"Grade 3","01850000","ELA",125,41,9,3,116,38,152,49,31,10,308,494.9,NA,NA
"Milford",2017,3,"Grade 3","01850000","MATH",124,40,16,5,108,35,157,51,27,9,308,495.5,NA,NA
"Millbury",2017,3,"Grade 3","01860000","ELA",63,45,3,2,60,43,55,40,21,15,139,496.4,NA,NA
"Millbury",2017,3,"Grade 3","01860000","MATH",53,38,1,1,52,37,69,49,18,13,140,493.7,NA,NA
"Millis",2017,3,"Grade 3","01870000","ELA",33,45,10,14,23,31,34,46,7,9,74,499.5,NA,NA
"Millis",2017,3,"Grade 3","01870000","MATH",41,55,9,12,32,43,31,42,2,3,74,505.8,NA,NA
"Milton",2017,3,"Grade 3","01890000","ELA",224,64,43,12,181,52,114,33,10,3,348,507.8,NA,NA
"Milton",2017,3,"Grade 3","01890000","MATH",245,71,51,15,194,56,85,24,17,5,347,510.2,NA,NA
"Mohawk Trail",2017,3,"Grade 3","07170000","ELA",31,55,2,4,29,52,23,41,2,4,56,504.3,NA,NA
"Mohawk Trail",2017,3,"Grade 3","07170000","MATH",32,57,2,4,30,54,21,38,3,5,56,502.3,NA,NA
"Monomoy Regional School District",2017,3,"Grade 3","07120000","ELA",80,56,12,8,68,48,56,39,7,5,143,502.4,NA,NA
"Monomoy Regional School District",2017,3,"Grade 3","07120000","MATH",72,50,10,7,62,43,56,39,15,10,143,497.8,NA,NA
"Monson",2017,3,"Grade 3","01910000","ELA",29,45,6,9,23,35,22,34,14,22,65,495.7,NA,NA
"Monson",2017,3,"Grade 3","01910000","MATH",29,45,3,5,26,40,25,38,11,17,65,495.2,NA,NA
"Mystic Valley Regional Charter (District)",2017,3,"Grade 3","04700000","ELA",90,70,18,14,72,56,39,30,0,0,129,509.5,NA,NA
"Mystic Valley Regional Charter (District)",2017,3,"Grade 3","04700000","MATH",97,75,11,9,86,67,31,24,1,1,129,510.1,NA,NA
"Nahant",2017,3,"Grade 3","01960000","ELA",7,50,1,7,6,43,7,50,0,0,14,504.4,NA,NA
"Nahant",2017,3,"Grade 3","01960000","MATH",6,43,2,14,4,29,7,50,1,7,14,501.8,NA,NA
"Nantucket",2017,3,"Grade 3","01970000","ELA",47,35,7,5,40,30,63,47,23,17,133,492.3,NA,NA
"Nantucket",2017,3,"Grade 3","01970000","MATH",55,41,4,3,51,38,53,40,25,19,133,492.6,NA,NA
"Narragansett",2017,3,"Grade 3","07200000","ELA",40,33,3,2,37,30,58,48,24,20,122,491,NA,NA
"Narragansett",2017,3,"Grade 3","07200000","MATH",30,25,2,2,28,23,65,53,27,22,122,488,NA,NA
"Nashoba",2017,3,"Grade 3","07250000","ELA",149,63,33,14,116,49,84,35,4,2,237,506.9,NA,NA
"Nashoba",2017,3,"Grade 3","07250000","MATH",163,68,43,18,120,50,70,29,5,2,238,510.5,NA,NA
"Natick",2017,3,"Grade 3","01980000","ELA",272,59,36,8,236,51,157,34,31,7,460,502.5,NA,NA
"Natick",2017,3,"Grade 3","01980000","MATH",286,62,49,11,237,51,133,29,43,9,462,504.8,NA,NA
"Needham",2017,3,"Grade 3","01990000","ELA",292,61,45,9,247,52,169,36,15,3,476,505.6,NA,NA
"Needham",2017,3,"Grade 3","01990000","MATH",322,68,41,9,281,59,135,28,20,4,477,507.6,NA,NA
"Neighborhood House Charter (District)",2017,3,"Grade 3","04440000","ELA",23,52,6,14,17,39,16,36,5,11,44,502.8,NA,NA
"Neighborhood House Charter (District)",2017,3,"Grade 3","04440000","MATH",18,41,2,5,16,36,17,39,9,20,44,494.6,NA,NA
"New Bedford",2017,3,"Grade 3","02010000","ELA",441,37,43,4,398,34,578,49,161,14,1180,494.1,NA,NA
"New Bedford",2017,3,"Grade 3","02010000","MATH",467,39,64,5,403,34,550,46,166,14,1183,495.7,NA,NA
"New Salem-Wendell",2017,3,"Grade 3","07280000","ELA",5,24,0,0,5,24,9,43,7,33,21,484.3,NA,NA
"New Salem-Wendell",2017,3,"Grade 3","07280000","MATH",6,29,0,0,6,29,9,43,6,29,21,489.4,NA,NA
"Newburyport",2017,3,"Grade 3","02040000","ELA",83,47,14,8,69,39,78,45,14,8,175,500.7,NA,NA
"Newburyport",2017,3,"Grade 3","02040000","MATH",103,59,11,6,92,53,59,34,12,7,174,503.9,NA,NA
"Newton",2017,3,"Grade 3","02070000","ELA",573,59,110,11,463,48,352,36,47,5,972,505.1,NA,NA
"Newton",2017,3,"Grade 3","02070000","MATH",608,62,134,14,474,49,296,30,69,7,973,506.6,NA,NA
"Norfolk",2017,3,"Grade 3","02080000","ELA",82,59,12,9,70,50,53,38,4,3,139,503.5,NA,NA
"Norfolk",2017,3,"Grade 3","02080000","MATH",94,69,9,7,85,62,41,30,2,1,137,506.8,NA,NA
"North Adams",2017,3,"Grade 3","02090000","ELA",53,43,3,2,50,40,62,50,9,7,124,496.5,NA,NA
"North Adams",2017,3,"Grade 3","02090000","MATH",56,45,7,6,49,40,58,47,10,8,124,498.8,NA,NA
"North Andover",2017,3,"Grade 3","02110000","ELA",205,57,40,11,165,46,129,36,28,8,362,504.1,NA,NA
"North Andover",2017,3,"Grade 3","02110000","MATH",207,57,43,12,164,45,128,35,27,7,362,505.6,NA,NA
"North Attleborough",2017,3,"Grade 3","02120000","ELA",175,53,25,8,150,45,139,42,19,6,333,502.9,NA,NA
"North Attleborough",2017,3,"Grade 3","02120000","MATH",187,56,20,6,167,50,125,37,22,7,334,502.7,NA,NA
"North Brookfield",2017,3,"Grade 3","02150000","ELA",7,15,0,0,7,15,32,70,7,15,46,486.3,NA,NA
"North Brookfield",2017,3,"Grade 3","02150000","MATH",14,31,1,2,13,29,25,56,6,13,45,490.8,NA,NA
"North Middlesex",2017,3,"Grade 3","07350000","ELA",128,51,17,7,111,45,105,42,16,6,249,501.5,NA,NA
"North Middlesex",2017,3,"Grade 3","07350000","MATH",139,55,9,4,130,52,95,38,17,7,251,502.7,NA,NA
"North Reading",2017,3,"Grade 3","02170000","ELA",131,65,27,13,104,52,66,33,4,2,201,508,NA,NA
"North Reading",2017,3,"Grade 3","02170000","MATH",143,71,18,9,125,62,52,26,6,3,201,509.3,NA,NA
"Northampton",2017,3,"Grade 3","02100000","ELA",78,43,12,7,66,37,84,47,18,10,180,498.1,NA,NA
"Northampton",2017,3,"Grade 3","02100000","MATH",74,41,7,4,67,37,81,45,24,13,179,495.1,NA,NA
"Northborough",2017,3,"Grade 3","02130000","ELA",88,59,15,10,73,49,53,36,7,5,148,505.5,NA,NA
"Northborough",2017,3,"Grade 3","02130000","MATH",86,58,19,13,67,45,53,36,10,7,149,506.2,NA,NA
"Northbridge",2017,3,"Grade 3","02140000","ELA",70,36,9,5,61,32,88,46,35,18,193,491.9,NA,NA
"Northbridge",2017,3,"Grade 3","02140000","MATH",57,30,7,4,50,26,97,51,38,20,192,490.3,NA,NA
"Norton",2017,3,"Grade 3","02180000","ELA",107,55,19,10,88,45,82,42,5,3,194,503.5,NA,NA
"Norton",2017,3,"Grade 3","02180000","MATH",91,47,8,4,83,43,93,48,11,6,195,499.1,NA,NA
"Norwell",2017,3,"Grade 3","02190000","ELA",105,66,12,8,93,59,49,31,4,3,158,505.3,NA,NA
"Norwell",2017,3,"Grade 3","02190000","MATH",103,65,10,6,93,59,48,30,7,4,158,504.3,NA,NA
"Norwood",2017,3,"Grade 3","02200000","ELA",125,51,18,7,107,43,103,42,18,7,246,501.4,NA,NA
"Norwood",2017,3,"Grade 3","02200000","MATH",138,56,18,7,120,49,78,32,30,12,246,501.7,NA,NA
"Oak Bluffs",2017,3,"Grade 3","02210000","ELA",29,55,2,4,27,51,24,45,0,0,53,501.4,NA,NA
"Oak Bluffs",2017,3,"Grade 3","02210000","MATH",30,57,4,8,26,49,22,42,1,2,53,504.9,NA,NA
"Orange",2017,3,"Grade 3","02230000","ELA",18,20,1,1,17,19,50,55,23,25,91,483.6,NA,NA
"Orange",2017,3,"Grade 3","02230000","MATH",13,14,0,0,13,14,46,51,32,35,91,478.4,NA,NA
"Orleans",2017,3,"Grade 3","02240000","ELA",27,61,7,16,20,45,17,39,0,0,44,508.1,NA,NA
"Orleans",2017,3,"Grade 3","02240000","MATH",20,47,3,7,17,40,22,51,1,2,43,500.5,NA,NA
"Oxford",2017,3,"Grade 3","02260000","ELA",72,55,7,5,65,50,49,38,9,7,130,501,NA,NA
"Oxford",2017,3,"Grade 3","02260000","MATH",65,50,8,6,57,44,43,33,22,17,130,498.1,NA,NA
"Palmer",2017,3,"Grade 3","02270000","ELA",40,37,11,10,29,27,59,55,8,7,107,498,NA,NA
"Palmer",2017,3,"Grade 3","02270000","MATH",46,43,4,4,42,39,49,46,12,11,107,496,NA,NA
"Peabody",2017,3,"Grade 3","02290000","ELA",249,49,35,7,214,42,218,43,42,8,509,498.7,NA,NA
"Peabody",2017,3,"Grade 3","02290000","MATH",210,41,34,7,176,35,228,45,69,14,507,495.2,NA,NA
"Pelham",2017,3,"Grade 3","02300000","ELA",12,63,3,16,9,47,6,32,1,5,19,508.7,NA,NA
"Pelham",2017,3,"Grade 3","02300000","MATH",15,79,3,16,12,63,4,21,0,0,19,511.7,NA,NA
"Pembroke",2017,3,"Grade 3","02310000","ELA",109,55,14,7,95,48,79,40,11,6,199,503,NA,NA
"Pembroke",2017,3,"Grade 3","02310000","MATH",135,68,13,7,122,61,58,29,6,3,199,506.4,NA,NA
"Pentucket",2017,3,"Grade 3","07450000","ELA",57,39,2,1,55,37,80,54,11,7,148,494.8,NA,NA
"Pentucket",2017,3,"Grade 3","07450000","MATH",56,37,2,1,54,36,75,50,19,13,150,494.3,NA,NA
"Petersham",2017,3,"Grade 3","02340000","ELA",5,33,0,0,5,33,10,67,0,0,15,496.5,NA,NA
"Petersham",2017,3,"Grade 3","02340000","MATH",2,13,0,0,2,13,9,60,4,27,15,478.9,NA,NA
"Pioneer Valley",2017,3,"Grade 3","07500000","ELA",15,38,2,5,13,33,23,58,2,5,40,495.1,NA,NA
"Pioneer Valley",2017,3,"Grade 3","07500000","MATH",21,53,1,3,20,50,15,38,4,10,40,496.8,NA,NA
"Pioneer Valley Chinese Immersion Charter (District)",2017,3,"Grade 3","04970000","ELA",25,54,7,15,18,39,17,37,4,9,46,503.9,NA,NA
"Pioneer Valley Chinese Immersion Charter (District)",2017,3,"Grade 3","04970000","MATH",32,70,10,22,22,48,12,26,2,4,46,511.3,NA,NA
"Pittsfield",2017,3,"Grade 3","02360000","ELA",174,44,19,5,155,39,175,44,50,13,399,498.4,NA,NA
"Pittsfield",2017,3,"Grade 3","02360000","MATH",173,43,29,7,144,36,170,43,56,14,399,498.6,NA,NA
"Plainville",2017,3,"Grade 3","02380000","ELA",52,50,7,7,45,43,45,43,7,7,104,499,NA,NA
"Plainville",2017,3,"Grade 3","02380000","MATH",42,40,5,5,37,36,47,45,15,14,104,495.3,NA,NA
"Plymouth",2017,3,"Grade 3","02390000","ELA",260,48,33,6,227,42,236,44,46,8,542,498.2,NA,NA
"Plymouth",2017,3,"Grade 3","02390000","MATH",278,51,40,7,238,44,213,39,55,10,546,499.3,NA,NA
"Plympton",2017,3,"Grade 3","02400000","ELA",21,64,5,15,16,48,10,30,2,6,33,508.4,NA,NA
"Plympton",2017,3,"Grade 3","02400000","MATH",16,48,5,15,11,33,14,42,3,9,33,503.6,NA,NA
"Prospect Hill Academy Charter (District)",2017,3,"Grade 3","04870000","ELA",35,38,2,2,33,35,50,54,8,9,93,494.3,NA,NA
"Prospect Hill Academy Charter (District)",2017,3,"Grade 3","04870000","MATH",44,47,5,5,39,42,41,44,8,9,93,499.5,NA,NA
"Provincetown",2017,3,"Grade 3","02420000","ELA",9,47,2,11,7,37,10,53,0,0,19,502.4,NA,NA
"Provincetown",2017,3,"Grade 3","02420000","MATH",14,74,2,11,12,63,5,26,0,0,19,507.6,NA,NA
"Quabbin",2017,3,"Grade 3","07530000","ELA",66,38,11,6,55,32,79,46,27,16,172,493.6,NA,NA
"Quabbin",2017,3,"Grade 3","07530000","MATH",71,41,3,2,68,39,78,45,24,14,173,494.1,NA,NA
"Quaboag Regional",2017,3,"Grade 3","07780000","ELA",46,45,4,4,42,41,52,51,4,4,102,498.1,NA,NA
"Quaboag Regional",2017,3,"Grade 3","07780000","MATH",41,40,2,2,39,38,50,49,11,11,102,494.2,NA,NA
"Quincy",2017,3,"Grade 3","02430000","ELA",413,58,106,15,307,43,246,34,58,8,717,505,NA,NA
"Quincy",2017,3,"Grade 3","02430000","MATH",409,57,71,10,338,47,242,34,64,9,715,503.8,NA,NA
"Randolph",2017,3,"Grade 3","02440000","ELA",113,44,14,5,99,39,116,45,28,11,257,497.4,NA,NA
"Randolph",2017,3,"Grade 3","02440000","MATH",109,42,19,7,90,35,107,42,41,16,257,496.7,NA,NA
"Reading",2017,3,"Grade 3","02460000","ELA",179,58,22,7,157,51,113,37,14,5,306,503.4,NA,NA
"Reading",2017,3,"Grade 3","02460000","MATH",190,62,32,10,158,52,85,28,30,10,305,503.9,NA,NA
"Revere",2017,3,"Grade 3","02480000","ELA",313,49,45,7,268,42,264,41,65,10,642,499.4,NA,NA
"Revere",2017,3,"Grade 3","02480000","MATH",341,53,54,8,287,45,228,35,74,12,643,499.8,NA,NA
"Richmond",2017,3,"Grade 3","02490000","ELA",12,80,4,27,8,53,3,20,0,0,15,511.7,NA,NA
"Richmond",2017,3,"Grade 3","02490000","MATH",9,60,4,27,5,33,6,40,0,0,15,508.5,NA,NA
"River Valley Charter (District)",2017,3,"Grade 3","04820000","ELA",12,39,0,0,12,39,18,58,1,3,31,495.4,NA,NA
"River Valley Charter (District)",2017,3,"Grade 3","04820000","MATH",11,35,2,6,9,29,11,35,9,29,31,488.2,NA,NA
"Rochester",2017,3,"Grade 3","02500000","ELA",25,44,6,11,19,33,30,53,2,4,57,499.9,NA,NA
"Rochester",2017,3,"Grade 3","02500000","MATH",17,30,1,2,16,28,36,63,4,7,57,491,NA,NA
"Rockland",2017,3,"Grade 3","02510000","ELA",57,28,5,2,52,25,121,59,27,13,205,490.9,NA,NA
"Rockland",2017,3,"Grade 3","02510000","MATH",77,38,10,5,67,33,103,50,25,12,205,495.3,NA,NA
"Rockport",2017,3,"Grade 3","02520000","ELA",28,47,5,8,23,39,29,49,2,3,59,500.5,NA,NA
"Rockport",2017,3,"Grade 3","02520000","MATH",29,49,4,7,25,42,26,44,4,7,59,501.2,NA,NA
"Salem",2017,3,"Grade 3","02580000","ELA",108,32,25,7,83,24,170,50,62,18,340,490.8,NA,NA
"Salem",2017,3,"Grade 3","02580000","MATH",124,37,14,4,110,32,122,36,93,27,339,489.8,NA,NA
"Sandwich",2017,3,"Grade 3","02610000","ELA",79,38,15,7,64,30,101,48,30,14,210,495.3,NA,NA
"Sandwich",2017,3,"Grade 3","02610000","MATH",106,51,6,3,100,48,73,35,29,14,208,497.2,NA,NA
"Saugus",2017,3,"Grade 3","02620000","ELA",112,54,15,7,97,47,80,39,15,7,207,504,NA,NA
"Saugus",2017,3,"Grade 3","02620000","MATH",120,58,18,9,102,49,72,35,15,7,207,503.7,NA,NA
"Scituate",2017,3,"Grade 3","02640000","ELA",159,77,44,21,115,56,43,21,4,2,206,513.6,NA,NA
"Scituate",2017,3,"Grade 3","02640000","MATH",153,74,30,15,123,60,48,23,5,2,206,511.7,NA,NA
"Seekonk",2017,3,"Grade 3","02650000","ELA",70,58,17,14,53,44,46,38,4,3,120,506.5,NA,NA
"Seekonk",2017,3,"Grade 3","02650000","MATH",72,60,7,6,65,54,40,33,8,7,120,502.7,NA,NA
"Sharon",2017,3,"Grade 3","02660000","ELA",193,70,61,22,132,48,71,26,11,4,275,512.8,NA,NA
"Sharon",2017,3,"Grade 3","02660000","MATH",210,76,70,25,140,51,51,19,14,5,275,514.8,NA,NA
"Sherborn",2017,3,"Grade 3","02690000","ELA",44,58,8,11,36,47,29,38,3,4,76,503.4,NA,NA
"Sherborn",2017,3,"Grade 3","02690000","MATH",47,63,7,9,40,53,25,33,3,4,75,506.2,NA,NA
"Shrewsbury",2017,3,"Grade 3","02710000","ELA",316,69,115,25,201,44,126,27,18,4,460,512.2,NA,NA
"Shrewsbury",2017,3,"Grade 3","02710000","MATH",346,75,82,18,264,57,101,22,13,3,460,513.4,NA,NA
"Shutesbury",2017,3,"Grade 3","02720000","ELA",5,38,1,8,4,31,8,62,0,0,13,502.5,NA,NA
"Shutesbury",2017,3,"Grade 3","02720000","MATH",6,46,0,0,6,46,7,54,0,0,13,498.2,NA,NA
"Silver Hill Horace Mann Charter (District)",2017,3,"Grade 3","04770000","ELA",37,39,3,3,34,35,52,54,7,7,96,495.5,NA,NA
"Silver Hill Horace Mann Charter (District)",2017,3,"Grade 3","04770000","MATH",38,40,6,6,32,33,47,49,11,11,96,495.5,NA,NA
"Somerset",2017,3,"Grade 3","02730000","ELA",99,46,10,5,89,41,105,49,12,6,216,497.7,NA,NA
"Somerset",2017,3,"Grade 3","02730000","MATH",67,31,4,2,63,29,121,56,28,13,216,491.7,NA,NA
"Somerville",2017,3,"Grade 3","02740000","ELA",135,38,24,7,111,31,159,45,59,17,353,494.7,NA,NA
"Somerville",2017,3,"Grade 3","02740000","MATH",156,44,28,8,128,36,134,38,63,18,353,496.9,NA,NA
"South Hadley",2017,3,"Grade 3","02780000","ELA",55,43,5,4,50,39,62,48,12,9,129,497.7,NA,NA
"South Hadley",2017,3,"Grade 3","02780000","MATH",67,52,19,15,48,37,50,39,12,9,129,503.7,NA,NA
"South Shore Charter Public (District)",2017,3,"Grade 3","04880000","ELA",30,61,5,10,25,51,19,39,0,0,49,506.3,NA,NA
"South Shore Charter Public (District)",2017,3,"Grade 3","04880000","MATH",26,53,1,2,25,51,21,43,2,4,49,499.7,NA,NA
"Southampton",2017,3,"Grade 3","02750000","ELA",38,58,1,2,37,56,27,41,1,2,66,500.5,NA,NA
"Southampton",2017,3,"Grade 3","02750000","MATH",45,68,4,6,41,62,20,30,1,2,66,505.6,NA,NA
"Southborough",2017,3,"Grade 3","02760000","ELA",95,79,42,35,53,44,24,20,2,2,121,518.8,NA,NA
"Southborough",2017,3,"Grade 3","02760000","MATH",113,93,37,31,76,63,7,6,1,1,121,523.4,NA,NA
"Southbridge",2017,3,"Grade 3","02770000","ELA",42,25,4,2,38,23,80,48,45,27,167,483.6,NA,NA
"Southbridge",2017,3,"Grade 3","02770000","MATH",40,24,1,1,39,23,66,40,61,37,167,481.5,NA,NA
"Southern Berkshire",2017,3,"Grade 3","07650000","ELA",16,36,1,2,15,33,24,53,5,11,45,494.8,NA,NA
"Southern Berkshire",2017,3,"Grade 3","07650000","MATH",18,39,1,2,17,37,21,46,7,15,46,494.2,NA,NA
"Southwick-Tolland-Granville Regional School District",2017,3,"Grade 3","07660000","ELA",53,48,9,8,44,40,50,45,8,7,111,499.6,NA,NA
"Southwick-Tolland-Granville Regional School District",2017,3,"Grade 3","07660000","MATH",45,41,1,1,44,40,56,50,10,9,111,496.1,NA,NA
"Spencer-E Brookfield",2017,3,"Grade 3","07670000","ELA",46,35,2,2,44,34,66,51,18,14,130,494,NA,NA
"Spencer-E Brookfield",2017,3,"Grade 3","07670000","MATH",51,39,4,3,47,36,56,43,23,18,130,493.5,NA,NA
"Springfield",2017,3,"Grade 3","02810000","ELA",604,29,59,3,545,26,1132,54,355,17,2091,490.5,NA,NA
"Springfield",2017,3,"Grade 3","02810000","MATH",600,28,58,3,542,26,1061,50,446,21,2107,489.6,NA,NA
"Springfield International Charter (District)",2017,3,"Grade 3","04410000","ELA",55,43,7,5,48,38,67,52,6,5,128,497.8,NA,NA
"Springfield International Charter (District)",2017,3,"Grade 3","04410000","MATH",39,30,2,2,37,29,64,50,25,20,128,488.3,NA,NA
"Stoneham",2017,3,"Grade 3","02840000","ELA",95,50,15,8,80,42,82,43,12,6,189,499.3,NA,NA
"Stoneham",2017,3,"Grade 3","02840000","MATH",97,51,14,7,83,44,67,35,25,13,189,498.6,NA,NA
"Stoughton",2017,3,"Grade 3","02850000","ELA",129,50,18,7,111,43,117,45,13,5,259,501.8,NA,NA
"Stoughton",2017,3,"Grade 3","02850000","MATH",143,55,20,8,123,47,98,38,18,7,259,502.1,NA,NA
"Sturbridge",2017,3,"Grade 3","02870000","ELA",90,64,17,12,73,52,41,29,10,7,141,505,NA,NA
"Sturbridge",2017,3,"Grade 3","02870000","MATH",76,54,2,1,74,52,50,35,15,11,141,499.6,NA,NA
"Sudbury",2017,3,"Grade 3","02880000","ELA",184,62,32,11,152,51,96,32,16,5,296,506.1,NA,NA
"Sudbury",2017,3,"Grade 3","02880000","MATH",227,76,44,15,183,62,59,20,11,4,297,512.2,NA,NA
"Sunderland",2017,3,"Grade 3","02890000","ELA",28,70,4,10,24,60,11,28,1,3,40,504.2,NA,NA
"Sunderland",2017,3,"Grade 3","02890000","MATH",25,63,3,8,22,55,13,33,2,5,40,504.1,NA,NA
"Sutton",2017,3,"Grade 3","02900000","ELA",62,62,6,6,56,56,32,32,6,6,100,502.6,NA,NA
"Sutton",2017,3,"Grade 3","02900000","MATH",49,49,4,4,45,45,43,43,9,9,101,498.5,NA,NA
"Swampscott",2017,3,"Grade 3","02910000","ELA",121,70,26,15,95,55,49,28,2,1,172,509.2,NA,NA
"Swampscott",2017,3,"Grade 3","02910000","MATH",107,63,13,8,94,55,58,34,5,3,170,507.2,NA,NA
"Swansea",2017,3,"Grade 3","02920000","ELA",80,50,14,9,66,41,69,43,12,7,161,500.9,NA,NA
"Swansea",2017,3,"Grade 3","02920000","MATH",62,39,4,2,58,36,85,53,14,9,161,495.6,NA,NA
"TEC Connections Academy Commonwealth Virtual School District",2017,3,"Grade 3","39020000","ELA",10,27,0,0,10,27,20,54,7,19,37,486,NA,NA
"TEC Connections Academy Commonwealth Virtual School District",2017,3,"Grade 3","39020000","MATH",12,32,0,0,12,32,13,35,12,32,37,484.6,NA,NA
"Taunton",2017,3,"Grade 3","02930000","ELA",306,47,42,7,264,41,270,42,69,11,645,497.4,NA,NA
"Taunton",2017,3,"Grade 3","02930000","MATH",301,47,34,5,267,42,251,39,90,14,642,496,NA,NA
"Tewksbury",2017,3,"Grade 3","02950000","ELA",146,56,20,8,126,49,97,37,16,6,259,501.9,NA,NA
"Tewksbury",2017,3,"Grade 3","02950000","MATH",137,53,14,5,123,47,108,42,15,6,260,501.8,NA,NA
"Tisbury",2017,3,"Grade 3","02960000","ELA",26,63,5,12,21,51,12,29,3,7,41,507.5,NA,NA
"Tisbury",2017,3,"Grade 3","02960000","MATH",31,76,7,17,24,59,8,20,2,5,41,515.8,NA,NA
"Topsfield",2017,3,"Grade 3","02980000","ELA",67,68,11,11,56,57,28,28,4,4,99,508.7,NA,NA
"Topsfield",2017,3,"Grade 3","02980000","MATH",61,62,12,12,49,49,33,33,5,5,99,507.4,NA,NA
"Triton",2017,3,"Grade 3","07730000","ELA",94,48,10,5,84,43,82,42,19,10,195,498.2,NA,NA
"Triton",2017,3,"Grade 3","07730000","MATH",75,38,3,2,72,37,92,47,30,15,197,493.3,NA,NA
"Truro",2017,3,"Grade 3","03000000","ELA",3,20,1,7,2,13,12,80,0,0,15,490.5,NA,NA
"Truro",2017,3,"Grade 3","03000000","MATH",5,33,0,0,5,33,7,47,3,20,15,488.3,NA,NA
"Tyngsborough",2017,3,"Grade 3","03010000","ELA",75,54,7,5,68,49,59,42,5,4,139,500.9,NA,NA
"Tyngsborough",2017,3,"Grade 3","03010000","MATH",77,55,6,4,71,51,51,37,11,8,139,500.1,NA,NA
"UP Academy Charter School of Dorchester (District)",2017,3,"Grade 3","35050000","ELA",21,22,0,0,21,22,58,62,15,16,94,486.5,NA,NA
"UP Academy Charter School of Dorchester (District)",2017,3,"Grade 3","35050000","MATH",36,38,3,3,33,35,44,47,14,15,94,493.4,NA,NA
"Up-Island Regional",2017,3,"Grade 3","07740000","ELA",30,64,4,9,26,55,16,34,1,2,47,505.2,NA,NA
"Up-Island Regional",2017,3,"Grade 3","07740000","MATH",29,60,7,15,22,46,17,35,2,4,48,505.5,NA,NA
